Company Name,Grade,Page
Bystronic AG,B,56
Bytes Technology Group Plc,B,56
C&A MODAS LTDA,B-,56
C&C GROUP PLC,B,56
"C&C International Co., Ltd.",C,56
"C&G HI-TECH CO.,LTD.",D,56
C.H. Robinson,C,56
C.I. TAKIRON Corporation,C,56
C.L.N. Group,C,57
CA Immobilien Anlagen AG,C,57
CABKA N.V.,B,57
Cabot Corporation,B,57
"Cachet Pharmaceutical Co., Ltd.",B,57
CACI International Inc,C,57
Cadeler A/S,C,57
"Cadence Design Systems, Inc.",A-,57
Cadmus Group,B,57
CAE Inc.,C,57
Caerus PikCo S.à r.l.,C,57
Caesars Entertainment,B,57
Cairn Homes Plc,B,57
Caisse des Dépôts,C,57
Caixa EconÃ´mica Federal,C,57
Caixa Geral de Depósitos,B,58
CaixaBank,A,58
CALAVO GROWERS INC,D,58
"Calbee, Inc.",B,58
Caleres Inc,C,58
CALIAN GROUP,C,58
California Resources Corp,B,58
California Water Service Group,B-,58
Calisen,B,58
Cal-Maine Foods,C,58
Camden Property Trust,C,58
Cameco Corporation,B,58
"Camellia Metal Co., Ltd.",D,58
CAMIL,C,58
CAMUSAT HOLDING,C,58
CANACOL ENERGY LTD.,B,59
Canada Post Corporation,B,59
Canadian National Railway Company,B,59
Canadian Pacific Kansas City Limited,B,59
CANADIAN SOLAR,B,59
"Canadian Tire Corporation, Limited",C,59
Canary Wharf Group Plc,B,59
CANBAZ DENIZCILIK VE NAKLIYAT TICARET SANAYI LIMITED SIRKETI,D,59
Cancom SE,C,59
Canfor Corporation,B,59
Canon Inc.,A-,59
CANPACK Group,B,59
Canvest Environmental Protection Group Company Limited,B,59
Canyon Bicycles GmbH,B,59
Capgemini SE,A,59
Capita Plc,A-,60
CAPREIT,C,60
Capri Holdings Limited,B,60
Capricorn Energy Plc,B,60
Cardinal Health Inc.,C,60
"CAREER DESIGN CENTER CO.,LTD.",D,60
"Career Technology MFG Co., Ltd.",D,60
Carel Industries,B,60
"CareNet, Inc.",B,60
Cargill,B,60
CARGOJET INC,D-,60
Carl Zeiss AG,B,60
Carlisle Companies Incorporated,B,60
"CARLIT CO., LTD.",C,60
Carlsberg Breweries A/S,B,60
Carmila SA,A,61
Carpenter Technology Corp.,C,61
Carraro SpA,C,61
Carrefour,B,61
CARREFOURSA CARREFOUR SABANCI TİCARET MERKEZİ A.Ş.,A,61
Carrier Global Corp,B,61
Carter's Inc,B,61
"Carton Service CSI, LLC",B,61
Cascades Inc.,B,61
"Casio Computer Co., Ltd.",C,61
CASS INFORMATION SYSTEMS,C,61
"Castellana Properties Socimi, S.A.",C,61
Castellum,A,61
Cat Loi Joint Stock Company,D-,61
"Catalent, Inc.",B,61
Catcher Technology Co Ltd,B,62
Catering International & Services,D,62
Cathay Financial Holdings,A-,62
Cathay Pacific Airways Limited,B,62
CATL,B,62
Cawachi Ltd,C,62
Caxton and CTP Publishers and Printers,B,62
CBO Holding SA,C,62
"CBRE Group, Inc.",A-,62
CCC,B,62
CCL Industries,B,62
CCP CONTACT PROBES,B,62
CD Projekt,C,62
CDW Corporation,B,62
Ceat Ltd,C,62
Ceconomy AG,A-,63
Cegedim Sa,C,63
Celanese Corporation,C,63
ÇELEBİ HAVA SERVİSİ A.Ş.,B-,63
Celegence LLC,B,63
Celestica Inc.,A-,63
CELIKEL ALUMINYUM DOKUM IMALAT SANAYI VE TICARET ANONIM SIRKETI,C,63
CELLINK AB,C,63
Cellnex Telecom SA,A,63
CELSA OPCO S.A.,B,63
Celulosa Arauco y Constitucion SA,C,63
Celxpert Energy Corporation,B,63
Cementir Holding N.V.,A,63
"Cementos Molins, SA",B,63
Cementos Pacasmayo S.A.A.,C,63
CEMEX,A-,64
ÇEMTAŞ ÇELİK MAKİNA SANAYİ VE TİCARET A.Ş.,B,64
"Cencora, Inc.",B,64
Cenergy Holdings SA,B,64
Centamin plc,B,64
Centene Corporation,C,64
Centrais Eletricas Brasileiras S/A (ELETROBRAS),B,64
Centrais Eletricas de Santa Catarina SA CELESC,C,64
Central Asia Metals plc,B,64
Central Garden & Pet Company,D,64
"Central Glass Co., Ltd.",B,64
Central Japan Railway Company,B,64
Central Pattana Pub Co Ltd,B,64
"CENTRAL SECURITY PATROLS CO.,LTD.",C,64
Centre Testing International Group Co Ltd,B,64
Centrica,B,65
CENTUM ELECTRONICS LIMITED,C,65
CENTURY PAPER and BOARD MILLS LTD,D,65
CERBA HEALTHCARE,B,65
CERES INC.,C,65
Cermaq Group AS,B,65
Certara Inc,C,65
Cerved Group S.p.A.,D,65
CEWE Stiftung & Co. KGaA,B,65
"ČEZ, a. s.",C,65
CGG SA,C,65
CGI Inc.,B,65
CH & Co Catering Group Limited,D,65
Chailease Holding Co Ltd,B,65
Chalet Hotels,B,65
Champion Iron Limited,C,66
ChampionX,C,66
CHANEL,A-,66
"Chang Chun Petrochemical Co., Ltd.",B,66
"CHANG HORING RUBBER CO., LTD.",B-,66
Chang Hwa Bank,A,66
CHANG SHIN INC.,B,66
"CHANG TYPE INDUSTRIAL CO., LTD.",C,66
"Chang Won Co.,Ltd",C,66
"Changeself Technology (Shen Zhen) Co., Ltd.",B,66
"Changzhou Almaden Co., Ltd.",C,66
Changzhou Aohong Electronics Co Ltd,B-,66
"Changzhou Fusion New Material Co., Ltd.",D,66
"Changzhou New Wide Knitting And Dyeing Co., Ltd.",B,66
CHANGZHOU QIYOO PRECISION,D,66
Changzhou Xingyu Automotive Lighting Systems Co Ltd,B,67
Charles River Laboratories International Inc.,B,67
Charles Schwab Corporation,D,67
CHAROEN POKPHAND FOODS PUBLIC COMPANY LIMITED,B,67
Charoen Pokphand Group,B,67
"Chart Industries, Inc.",C,67
Check Point Software Technologies Ltd,C,67
Chegg Inc,D,67
"CHEIL ELECTRONICS CO.,LTD",D,67
Chelan Fresh Marketing,C,67
Chemours Co/The,C,67
Chemring Group,B,67
Chemtrade Logistics Income Fund,D,67
"Chenbro Micom Co., Ltd.",D,67
CHENFENG OPTRONICS CORPORATION,B,67
Cheng Loong Corp,B,68
"CHENG SHIN RUBBER INDUSTRY CO., LTD",B,68
Cheng Uei Precision Industry,B,68
Chengdu Galaxy Magnets Co Ltd,C,68
CHENMING ELECTRONIC TECH. CORP.,B-,68
Chervon,D,68
Chesnara Plc,C,68
Chicony Electronics Co. Ltd,A-,68
"Chicony Power Technology Co.,Ltd.",A-,68
Chiesi,B,68
"CHIKARANOMOTO HOLDINGS Co.,Ltd.",C,68
Chilled & Frozen Logistics Holdings Co.,B,68
CHIMEI Corporation,A,68
Chin Poon Industrial,D,68
China Airlines,B,68
China Conch Venture Holdings Limited,C,69
China Development Financial Holding Corporation,B,69
China Everbright Environment Group Limited,A-,69
China Gas Holdings Ltd.,B,69
China General Plastics Corporation,B,69
CHINA HONGQIAO GROUP LIMITED,C,69
China Industrial Securities International Financial Group Limited,B,69
China Lesso Group Holdings Limited,C,69
China Mengniu Dairy Company Limited,B,69
CHINA MODERN DAIRY HOLDINGS LTD.,B,69
China Motor Corporation,B,69
China National Building Materials Company Limited,C,69
China Oilfield Services,D-,69
China Overseas Land & Investment,B,69
China Petrochemical Development Corp.,B,69
China Resources Beer (Holdings) Company Limited,C,70
China Shengmu Organic Milk Limited,B,70
China Shenhua Energy,C,70
China State Construction International Holdings Ltd,C,70
China Steel Corporation,A-,70
China Suntien Green Energy Corp Ltd,C,70
China Telecom,B,70
CHINA THREE GORGES BRASIL ENERGIA S/A,C,70
"China Wire & Cable Co., Ltd.",D-,70
CHINA YOURAN DAIRY GROUP,B,70
CHINASOFT INTERNATIONAL INC,D-,70
CHING FENG HOME FASHIONS CO LTD,B,70
CHINO CORPORATION,D,70
"Chint New Energy Technology Co., Ltd.",B,70
CHINYANG HOLDINGS CORP,B,70
ChipMOS TECHNOLOGIES INC.,B,71
Chipotle Mexican Grill,B,71
"CHIU TING MACHINERY CO., LTD.",C,71
"CHIYODA CO.,LTD.",B,71
Chiyoda Corporation,C,71
Chocoladefabriken Lindt & SprÃ¼ngli AG,B,71
"Choice Hotels International, Inc.",C,71
Choice Properties Reit,B,71
Chong Kun Dang Pharmaceutica,C,71
Chongqing Brewery Co Ltd,C,71
Chongqing Longhu Enterprise Development Limited,B,71
"Chongqing Yujiang Die Casting Co.,Ltd.",B,71
"CHORI CO.,LTD.",C,71
Chorus Aviation,C,71
Chow Tai Fook Jewellery Group,B,71
Chroma Ate Inc.,B,72
Chubb Limited,D,72
"Chubu Electric Power Company,Incorporated",B,72
"Chubu Steel Plate Co., Ltd.",B,72
CHUDENKO CORPORATION,B-,72
Chuetsu Pulp & Paper Co Ltd,C,72
"Chugai Pharmaceutical Co., Ltd.",A,72
CHUGIN FINANCIAL GROUP,B,72
Chung Hwa Pulp Corporation,B,72
Chung-Hsin Electric & Machinery Mfg. Corp,C,72
Chunghwa Telecom,A,72
CHUO SPRING CO. LTD.,B-,72
"Chuo Warehouse Co.,Ltd.",D,72
"Church & Dwight Co., Inc",B,72
"Chuzhou Hanshang Electrical Appliances Co., Ltd.",D,72
CI&T SOFTWARE S/A,D,73
Cia Paranaense de Energia - COPEL,B,73
CIA SANEAMENTO DE MINAS GERAIS - COPASA,C,73
Cia. Brasileira de Distribuicao (CBD) Grupo Pao de Acucar,A-,73
CIE Automotive,B,73
Cielo SA,C,73
Ciena Corp.,A-,73
CIG SHANGHAI CO LTD,C,73
Cigna,N/A,73
CIMB Group Holdings,B,73
CIMC Enric Holdings Limited,B,73
"CIMC Safeway Technologies Co., Ltd.",C,73
ÇİMSA ÇİMENTO SANAYİ VE TİCARET A.Ş.,A,73
CINCINNATI BELL INC,C,73
Cipla,B,73
Cirrus Logic Inc.,B,74
"Cisco Systems, Inc.",A,74
Citic Securities,D,74
"Citizen Watch Co.,Ltd.",A,74
CITROSUCO,A-,74
"Citrus Health Group, Inc.",B,74
City Developments Limited,A,74
CITY ELECTRICAL FACTORS LTD,B,74
City of London Investment Group,C,74
Citycon Oyj,C,74
CIVMEC LTD,D,74
CJ Century Logistics Holdings Berhad,D,74
CJ Cheiljedang,B,74
CJ Logistics Corporations,C,74
CK Infrastructure Holdings,B,74
CKD Corp,B,75
Clariane SE,C,75
Clariant AG,A-,75
Clarios,C,75
Clarivate Plc,D,75
Clarkson Plc,B,75
CLASQUIN SA,C,75
Clean Energy Fuels,D,75
Clean Harbors,C,75
CLEAR SALE S.A.,D,75
Clearwater Paper,B,75
Cleco Corporate Holdings LLC,B,75
Cleco Corporation,B,75
Cleveland-Cliffs Inc.,B,75
"Click Technology(Shen Zhen)Co., Ltd.",B,75
Clicks Group Ltd,B,76
Clifford Chance,B,76
CLINIGEN GROUP PLC,B,76
Cloetta AB,B,76
Clorox Company,A,76
Close Brothers Group,B,76
Cloud Software Group,D,76
CLOUDERA INC,D,76
CLP Holdings Limited,B,76
Clyde & Co LLP,B,76
CMA CGM Group,B,76
"CMIC HOLDINGS Co., Ltd.",C,76
CMK CORPORATION,B,76
"CNGR Advanced Material Co,.Ltd",B,76
CNH Industrial NV,A-,76
Coats Group Plc,B,77
Coca-Cola Bottlers Japan Holdings Inc.,B,77
Coca-Cola Europacific Partners,A,77
Coca-Cola Femsa Sab-Ser l,B,77
Coca-Cola HBC AG,A,77
COCA-COLA İÇECEK A.Ş.,A-,77
Coesia SpA,A-,77
Cofinimmo SA/NV,B,77
Cofle S.p.A.,C,77
Cogeco Inc.,B,77
Cogna Educação SA,B,77
Cognex Corp,D,77
Cognizant Technology Solutions Corp.,D,77
Cohance LifeSciences Limited,B,77
Coherent Corp.,B,77
"COHU, INC.",C-,78
Colbun SA,B,78
Colep Packaging S.A.,C,78
Colliers International,C,78
Colombina S.A.,B-,78
Coloplast A/S,B,78
"COLOWIDE CO.,LTD.",B,78
Colruyt,D,78
COLT TECHNOLOGY SERVICES GROUP LIMITED,A-,78
Columbus McKinnon Corporation,C,78
Comany Inc,B,78
ComArch SA,C,78
Comba Telecom Technology (Guangzhou) Limited,A,78
Comcast Corporation,D,78
COMER INDUSTRIES SPA,B,78
COMERCIAL ROSHFRANS S.A. DE C.V.,B,79
Comet Holding AG-Reg,B,79
Comfort Systems USA Inc,C,79
ComfortDelGro Corporation Limited,B,79
COMLINE Computer + SoftwarelÃ¶sungen SE,B,79
COMM2IG A/S,C,79
Commercial International Bank,C,79
Commerzbank AG,B,79
CommonSpirit Health,B,79
CommonWealth Partners,B,79
"CommScope, Inc.",B,79
Comp S.A.,B,79
Compa S.A.,D,79
Compagnie Financière Richemont SA,B,79
Compal Electronics,B,79
Companhia Brasileira de AlumÃ­nio,A,80
Companhia Brasileira de Alumínio,A,80
COMPANHIA DE GAS DE MINAS GERAIS,C,80
Companhia de Saneamento Basico do Estado de Sao Paulo - SABESP,C,80
COMPANHIA DE SANEAMENTO DO PARANÁ,C,80
Companhia do Metropolitano de São Paulo,B,80
Companhia Energetica Minas Gerais - CEMIG,A,80
Companhia SiderÃºrgica Nacional - CSN,B,80
Compañía Aceros del Pacífico - CAP,C,80
"Compañía Española de Petróleos, S.A. (CEPSA)",B,80
Compañia Española de Sistemas Aeronauticos (CESA),B,80
Compass,B,80
Compass Gás & Energia,A-,80
Compass Minerals International Inc,C,80
"COMPEQ MANUFACTURING COMPANY LIMITED (COMPEQ MANUFACTURING CO., LTD.)",B,80
CompQsoft,B,81
CompuGroup Medical SE & Co. KGaA,D,81
Computacenter Plc,B,81
COMPUTER ENGINEERING & CONSULTING LTD.,C,81
"Computer Institute of Japan, Ltd.",C,81
Computershare,B,81
"comScore, Inc.",D-,81
Comsys Holdings Corporation,B,81
Comtech Telecommunications Corp.,D,81
Concentradora Fibra Danhos S.A. de C.V.,B,81
Concentradora Fibra Hotelera Mexicana S.A. de C.V.,B,81
Concentrix,A-,81
Concord New Energy Group Limited,B,81
"Concordia Financial Group, Ltd.",B,81
Confluent,D,81
CONSOL Energy Inc,D,82
Constantia Flexibles,B,82
"Constellation Brands, Inc.",B,82
Constellation Energy Corporation,B,82
Constellium SE,C,82
Construcciones & Auxiliar de Ferrocarriles,B,82
Contact Energy,D,82
Continental AG,A-,82
CONTROLANT,B,82
ConvaTec,B,82
Converge ICT Solutions Inc,B,82
Coop Pank AS,D,82
"Cooper Companies, Inc.",C,82
Cooper Standard Automotive,B-,82
Coor Service Management,B,82
"Copa Holdings, S.A.",C,83
Córas Iompair Éireann Group (CIÉ),B,83
Corbion,A-,83
Corden Pharma International GmbH,B-,83
Core Concept Technologies Inc.,D,83
Core Laboratories N.V.,C,83
"CoreLogic, Inc.",D,83
Coretronic Group,A,83
CORNERSTONE ONDEMAND INC,D,83
Corning Incorporated,B,83
Corp Financiera Colombiana SA,B,83
"Corporación Acciona Energías Renovables, S.A.",A,83
"Corporación Constructora Poblana, S.A. de C.V.",B,83
Corporación Inmobiliaria Vesta S.A.B de C.V.,B,83
Corporate Travel Management,C,83
CORSAIR GAMING,D,84
Corteva Inc,C,84
Corticeira Amorim SGPS SA,B,84
CORVEL CORP,D-,84
Cosan Lubrificantes e Especialidades S.A. (Moove),B,84
COSAN S.A.,B,84
"COSCO Shipping Logistics (Chongqing) Co., Ltd.",B,84
COSCO SHIPPING Ports Ltd,C,84
"COSEL CO.,LTD.",B,84
Cosmax Inc,B,84
"Cosmo Energy Holdings Co., Ltd.",B,84
"COSMO ENG CO., LTD",B,84
COSMO FILMS LTD,D-,84
COSMOS Group,B,84
Costain Group,B,84
"CoStar Group, Inc.",B-,85
Costco Wholesale Corporation,B,85
COSTER TECNOLOGIE SPECIALI SPA,B,85
Coteccons Construction Joint Stock Company,D-,85
Co-Tech Development Corporation,B,85
Coty Inc.,A-,85
COUCHBASE INC,B,85
Covanta Energy Corporation,B,85
Coventry Building Society,C,85
Covestro AG,C,85
Covia,D,85
Covivio,A-,85
"Coway Co., Ltd.",B,85
COWI Holding A/S,C,85
COX ABG GROUP SA.,C,85
Cox Enterprises Inc.,C,86
CP ALL Pcl,B,86
CP Axtra Public Company Limited,B,86
CPFL Energia SA,A-,86
CPI Card Group,D,86
CPI Property Group S.A.,A,86
CPL Resources Ltd.,B,86
CRA INTERNATIONAL INC,D,86
CRAFTSMAN AUTOMATION PVT LTD,C,86
Cranswick,B,86
CRAYON GROUP HOLDING AS,B-,86
Crayon Group Holding ASA,B-,86
CRC Industries Inc,C,86
"CRE,Inc.",D,86
Create Sd Holdings Co Ltd,C,86
CREATIVE SENSOR INC.,D-,87
Credicorp Limited,C,87
Crédit Agricole,A-,87
"Credit Saison Co., Ltd.",B,87
CreditAccess Grameen Ltd,D,87
Credito Emiliano,C,87
"CREEK & RIVER Co.,Ltd.",C,87
Creightons plc,B,87
Cresco,C,87
Crest Nicholson PLC,B,87
CRH Plc,A-,87
Criteo,D,87
"Crocs, Inc.",B,87
Croda International,A-,87
Crompton Greaves Consumer Electricals Ltd,C,87
"CROSS CAT CO.,LTD.",D,88
Crown Castle International Corp,D,88
Crown Holdings,A-,88
CRUM LOGISTICS SERVICES,B,88
"CRYOPORT, INC.",D,88
Crystal International Group Limited,A,88
CSAA Insurance Group,C,88
CSL LIMITED,C,88
CSN CIMENTOS BRASIL S/A,B,88
CSN MineraÃ§Ã£o S.A,B,88
"CSPC Innovation Pharmaceutical Co., Ltd.",B,88
CSPC Pharmaceutical Group Ltd.,B,88
CSX Corporation,B,88
"CTBC Financial Holding Co., Ltd",A,88
CTCI Corp (Holdings),B,88
CTEEP Cia Trans Eletrica Paulista,B,89
"CTI Engineering Co.,Ltd.",B,89
CTP NV,C,89
"CTR CO.,LTD",D,89
"CTS Co.,Ltd.",D,89
CTS Corporation,C,89
CTT - Correios de Portugal SA,A-,89
CUBE SYSTEM INC.,B,89
CUISINE SOLUTIONS,D-,89
"Cumming Management Group, Inc.",D,89
Cummins Inc.,C,89
Curia Global Inc.,D,89
Curro Holdings,B,89
Currys Group Limited,B,89
Curtis Packaging Corporation,B,89
"CURVES HOLDINGS Co.,Ltd.",B-,90
Cury Construtora e Incorporadora S.A.,C,90
CUSHMAN & WAKEFIELD,B,90
CviLux Corporation,C,90
CVS Health,A-,90
"CWB Automotive Electronics Co.,Ltd",B,90
"CyberAgent, Inc.",C,90
CyberPower Systems Inc,C,90
Cybrid Technologies Inc.,C,90
Cydecor Inc.,B,90
Cyient Limited,B,90
Cyrela Brazil Realty S.A. Empreendimentos e Participações,C,90
CyrusOne Inc.,B,90
D.I.,B,90
D.P. & V. ASSOCIATI SPA,B,90
"D.R. Horton, Inc.",C,91
Dabur India,B,91
DACHSER Group SE & Co. KG,B,91
"Da-Cin Construction Co.,Ltd.",B,91
Dada Nexus Limited,C,91
Dae Won Kang Up Company Ltd,C,91
"DAECHANG CO.,LTD.",B,91
"DAEDONG METALS CO.,LTD",B,91
"DAEDUCK ELECTRONICS CO., LTD.",D,91
"Daehan Solution Co., Ltd",C,91
DAE-IL CORPORATION,D,91
Daetwyler Holding AG,B,91
"Daewon Sanup Co., Ltd",C,91
Daewoo E&C,A,91
"DAEYANG ELECTRIC.Co.,Ltd.",C,91
DAEYEONG MEXICO SA DE CV,D,92
DAHER,B,92
"Dai Nippon Printing Co., Ltd.",A,92
"Dai Nippon Toryo Company,Limited",C,92
Daicel Corporation,B,92
"DAI-DAN CO.,LTD.",B,92
"Daido Metal Co., Ltd.",C,92
"Daido Steel Co., Ltd.",A-,92
"DAIDO TRADING CO., LTD.",B,92
"Daiei Kankyo Co., Ltd.",B,92
"Daifuku Co., Ltd.",A,92
DAIHEN CORPORATION,C,92
DAIHO CORPORATION,B,92
"DAIICHI JITSUGYO CO.,LTD.",C,92
"DAIICHI KIGENSO KAGAKU KOGYO CO.,LTD.",C,92
"Dai-ichi Life Holdings, Inc.",A-,93
"Daiichi Sankyo Co., Ltd.",A-,93
DAIKEN CORPORATION,B,93
"Daiki Aluminium Industry Co., Ltd.",B,93
"Daikin Industries, Ltd.",A,93
"DAIKOKU DENKI CO.,LTD.",B,93
Daimler Truck Holding AG,B,93
Dainichiseika Color & Chemicals Mfg. Co. Ltd.,B,93
Daio Paper Corporation,B,93
"Daiseki Co., Ltd.",A,93
Daishi Hokuetsu Financial Group,B,93
DAISHINKU CORP.,B,93
"DAISUE CONSTRUCTION CO.,LTD.",B,93
"Daito Pharmaceutical Co.,Ltd.",C,93
"Daito Trust Construction Co., Ltd.",B,93
"Daitron Co.,Ltd.",C,94
"Daiwa House Industry Co., Ltd.",A,94
Daiwa House REIT Investment Corporation,A,94
Daiwa Securities Group Inc.,A,94
"Daiwabo Holdings Co.,Ltd.",C,94
Dalata Hotel Group,B,94
"DALIAN DEMAISHI PRECISION TECHNOLOGY CO.,LTD",D,94
DALIAN DENGLONGMEN MANAGEMENT,C,94
Dalmia Bharat Ltd,D,94
"Daming Electronics Co., Ltd.",C,94
Dana,B,94
Danaher Corporation,C,94
Danaos Corporation,C,94
DANFOSS,B,94
Dangote Cement PLC,B,94
Dangote Sugar Refinery,D,95
Danieli & C Officine Meccaniche S.p.A.,B,95
Danone S.A.,A,95
Danske Bank A/S,B,95
DarfonÂ ElectronicsÂ Corp,B,95
Darling Ingredients Inc,C,95
Darwin Precisions Corporation,B,95
"DAS SOLAR CO., LTD.",B,95
Dassault Systemes,B,95
"Dasung Co., Ltd",B,95
Davide Campari-Milano N.V.,A-,95
"Davies Office Refurbishing, Inc.",B,95
DaVita Inc.,A,95
"Dayforce, Inc.",C,95
DAYOU A-TECH,C,95
DAYOU PLUS,B,96
"DBG Technology Co., Ltd.",B,96
DBS Group Holdings,D,96
DCC PLC,B,96
DCM Shriram Industries Limited,B,96
DCM Shriram Limited,B,96
DD Group,B,96
De La Rue,B,96
de Volksbank N.V.,B,96
"DEAR LIFE CO.,LTD.",D,96
Decathlon SA,A,96
Dechra Pharmaceuticals PLC,B-,96
Deckers Outdoor Corp.,C,96
DEEPAK NITRITE LIMITED,B,96
Deere & Company,C,96
DeFacto Perakende Ticaret AS,B,97
DEFONTAINE SAS,B,97
DELFINGEN-FR ANTEUIL,C,97
Delivery Hero SE,B,97
Dell Technologies,B,97
Deloitte Touche Tohmatsu Limited,A-,97
Delsole Corporation,B,97
Delta Air Lines,C,97
Delta Electronics (Thailand) plc,B,97
"Delta Electronics, Inc.",A,97
DELTA GALIL INDUSTRIES LTD.,D,97
Delta Plus Group,C,97
Delux Bearings PVT LTD.,B,97
Deluxe Corp,D-,97
DEME Offshore,B,97
DENİZBANK A.Ş.,B,98
Denka Company Limited,B,98
"Densan System Holdings Co.,Ltd.",C,98
Denso Corporation,A,98
Dentsply Sirona Inc.,C,98
Dentsu Group Inc.,B,98
Deoleo SA,C,98
Derwent London,A,98
Descente Ltd,D,98
Designer Industrial (Huizhou) Co. Ltd,B,98
Desjardins Group,C,98
DETMOLD HOLDINGS PTY LTD,D,98
Deutsche Bahn AG,A,98
Deutsche Bank AG,B,98
Deutsche Beteiligungs AG,B,98
Deutsche Börse AG,B,99
Deutsche Lufthansa AG,B,99
Deutsche Post AG,B,99
Deutsche Telekom AG,A,99
Devoteam SA,B,99
Devro Limited,B,99
Dexco S.A,B,99
"DexCom, Inc.",D,99
DFDS A/S,C,99
DFI Retail Group Holdings Limited,D,99
DGB Financial Group,B,99
DGENX CO LTD,D,99
Diageo Plc,B,99
DiagnÃ³sticos da AmÃ©rica S.A. - DASA,C,99
DIAM Group,A,99
"DIAMOND ELECTRIC HOLDINGS Co., Ltd.",C,100
Diamondback Energy Inc,C,100
Diana Shipping Inc.,C,100
"Dick's Sporting Goods, Inc.",B-,100
Diebold Nixdorf,C,100
D'Ieteren S.A./N.V.,C,100
Dietsmann,C,100
Digia Oyj,C,100
DIGIBOARD ELETRONICA DA AMAZONIA LTDA,C,100
DigiPlus Interactive Corp.,C,100
DIGITAL CHINA GROUP CO LTD,B,100
"Digital Garage, Inc.",B-,100
DIGITAL GRID Corporation,D,100
digital publishing AG,B,100
Digital Realty Trust Inc,B,100
Dilmah Ceylon Tea Company Plc,D,101
Dimerco Express Corporation,D,101
Diodes Incorporated,C,101
DIP Corporation,C,101
Diploma Plc,B,101
Dipped Products Limited,B,101
Direct Line Insurance Group,B,101
DISCO Corporation,B,101
DiscoverIE Group plc,B,101
Discovery Limited,C,101
Divi’s Laboratories,B,101
DKS Co Ltd,B,101
DKSH Holding Ltd.,B,101
DKV MOBILITY GROUP SE,B,101
DL E&C,B,101
DLA Piper LLP US,B-,102
DLR KREDIT AS,C,102
DMC Motors,D,102
DMG MORI AKTIENGESELLSCHAFT,A,102
"DMG MORI CO., LTD.",A,102
DMW Corporation,D,102
DN AUTOMOTIVE CORPORATION,B,102
DNB Bank ASA,A-,102
"DNF CO.,LTD",B,102
DNO ASA,B,102
DO & CO AG,B,102
Docusign,B,102
DOF Group ASA,B,102
Dolby Laboratories Inc,B,102
Dole plc,C,102
Dollar Tree Inc,C,103
Domain Holdings Australia Limited,C,103
Dometic Group AB,C,103
Domino's Pizza Group plc,B,103
Domtar Corporation,C,103
Donaldson Co. Inc.,C,103
"DONG GUAN ESD STATIC CONTROL CO.,LTD.",B,103
"DONG YANG PISTON Co., Ltd.",B,103
DONG-A HWA SUNG,B,103
"Dongguan Chitwing Technology Co., Ltd.",D,103
"Dongguan Dingxin Exhibition Props Co.,Ltd",B,103
"Dongguan Eontec Co.,Ltd.",D,103
"Dongguan Mentech Optical & Magnetic Co., Ltd.",C,103
"Dongguan Tarry Electronics Co., Ltd.",C,103
DONGHEE INDUSTRIAL LTD,D,103
"Dongjin Semichem Co., Ltd.",C,104
Dongkuk Steel Mill Co Ltd,B,104
DONGWON METAL CO LTD,C,104
DONLIM,C,104
Donnelley Financial Solutions,D,104
Doosan Corp,B,104
DOOSAN SOLUS CO LTD,D,104
dormakaba Holding AG,B,104
Dorman,C,104
DORO,C,104
Dover Corporation,B,104
Downer EDI,C,104
DP World,C,104
Dr Sulaiman Al Habib Medical Services Group Co,D,104
Dr. Ing. h.c. F. Porsche AG,A-,104
DR. KAISER DIAMANTWERKZEUGE GmbH & Co. KG,B,105
Dr. Martens,B-,105
Dr. Reddyâ€™s Laboratories,A,105
Drägerwerk AG,C,105
Drax Group,A-,105
"DRB Automotive CO., LTD",B,105
"DREAMTECH CO.,LTD",D,105
Drilling Tools International Inc.,C,105
Dril-Quip Inc,B,105
DS Smith,A-,105
"DSC CO.,LTD.",D,105
DSM-Firmenich AG,B,105
DSV A/S,B,105
DTCC,D,105
DTS CORPORATION,A,105
DUAL CO.LTD,C,106
Dubai Aerospace Enterprise,C,106
Ducommun Incorporated,B-,106
"Dun & Bradstreet Holdings, Inc.",C,106
Dunelm Group,B,106
Duni AB,B,106
"DuPont de Nemours, Inc.",A-,106
DURAN DOĞAN BASIM VE AMBALAJ A.Ş.,B,106
Dürr Aktiengesellschaft,C,106
"Duskin Co., Ltd.",A-,106
Dustin Group AB,C,106
DVS Technology AG,D,106
DWF Group,C,106
DWS Group GmbH & Co. KGaA,B,106
DXC Technology,A-,106
DYCOM INDUSTRIES INC,C,107
"DyDo GROUP HOLDINGS, INC.",B,107
Dynapack Asia,B,107
Dynapack International Technology Corporation,B,107
Dynatrace,D,107
Dynic,B-,107
DZ Bank,D,107
DZS INC,D,107
E Ink Holdings Inc.,A,107
"e.l.f. Beauty, Inc.",B,107
E.ON SE,A-,107
E.Sun Financial Holding Co,A-,107
E･J Holdings Inc.,B,107
E2OPEN PARENT HOLDINGS A,C,107
EAE ELEKTRIK ASANSOR ENDUSTRISI INSAAT SANAYI VE TICARET ANONIM SIRKETI,C,107
"EAGLE INDUSTRY CO., LTD.",B,108
Earth Corporation,B,108
Earth Friendly Products Inc.,B,108
East Japan Railway Company,B,108
Eastman Chemical Company,C,108
EASY HOME ORGANIZATION,B,108
easyJet,B,108
Eaton Corporation,A,108
Ebara Corporation,A-,108
"EBARA JITSUGYO CO.,LTD.",C,108
